country,year,gini,gini_se,welfare_def,equiv_scale,monetary,series,source1,page,link
United Kingdom,2009,0.521,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2009,0.34299999999999997,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2010,0.35810001373291017,,disp,pc,,AtG United Kingdom disp pc,Milanovic 2016,"",https://www.gc.cuny.edu/getmedia/92e1b3ac-eae5-4787-aa20-5306913eca90/allginis_2016
United Kingdom,2010,0.32899999999999996,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2010,0.3577,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2010,0.3567,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2010,0.3335,0.0027,disp,ae,FALSE,LIS United Kingdom disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3813,0.0022,disp,hh,FALSE,LIS United Kingdom disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3297,0.0026,disp,oecdm,FALSE,LIS United Kingdom disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3507,0.0025,disp,pc,FALSE,LIS United Kingdom disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3329,0.0027,disp,sqrt,FALSE,LIS United Kingdom disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3664,0.0024,gross,ae,FALSE,LIS United Kingdom gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.4151,0.002,gross,hh,FALSE,LIS United Kingdom gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.364,0.0024,gross,oecdm,FALSE,LIS United Kingdom gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.3799,0.0024,gross,pc,FALSE,LIS United Kingdom gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.367,0.0025,gross,sqrt,FALSE,LIS United Kingdom gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.5551,0.0029,market,ae,FALSE,LIS United Kingdom market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.6142,0.0028,market,hh,FALSE,LIS United Kingdom market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.55,0.0028,market,oecdm,FALSE,LIS United Kingdom market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.5677,0.0028,market,pc,FALSE,LIS United Kingdom market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.5487,0.0026,market,sqrt,FALSE,LIS United Kingdom market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2010,0.341,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2010,0.351,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2010,0.389,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2010,0.523,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2010,0.521,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2010,0.332,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2010,0.369,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2010,0.52,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2010,0.344,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2011,0.35959999084472655,,disp,pc,,AtG United Kingdom disp pc,Milanovic 2016,"",https://www.gc.cuny.edu/getmedia/92e1b3ac-eae5-4787-aa20-5306913eca90/allginis_2016
United Kingdom,2011,0.33,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2011,0.3375,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2011,0.3366,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2011,0.354,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2011,0.394,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2011,0.524,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2011,0.337,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2011,0.369,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2011,0.522,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2011,0.332,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2012,0.3559000015258789,,disp,pc,,AtG United Kingdom disp pc,Milanovic 2016,"",https://www.gc.cuny.edu/getmedia/92e1b3ac-eae5-4787-aa20-5306913eca90/allginis_2016
United Kingdom,2012,0.313,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 4,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2012,0.3403,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2012,0.3396,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2012,0.351,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2012,0.392,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2012,0.524,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2012,0.32299999999999995,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2012,0.361,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2012,0.517,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2012,0.32299999999999995,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2013,0.362400016784668,,disp,pc,,AtG United Kingdom disp pc,Milanovic 2016,"",https://www.gc.cuny.edu/getmedia/92e1b3ac-eae5-4787-aa20-5306913eca90/allginis_2016
United Kingdom,2013,0.302,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 4,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2013,0.3366,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2013,0.3355,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2013,0.3297,0.003,disp,ae,FALSE,LIS United Kingdom disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3761,0.0027,disp,hh,FALSE,LIS United Kingdom disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3248,0.0027,disp,oecdm,FALSE,LIS United Kingdom disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3483,0.0026,disp,pc,FALSE,LIS United Kingdom disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3284,0.0033,disp,sqrt,FALSE,LIS United Kingdom disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3625,0.0029,gross,ae,FALSE,LIS United Kingdom gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.4089,0.0025,gross,hh,FALSE,LIS United Kingdom gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3588,0.0023,gross,oecdm,FALSE,LIS United Kingdom gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3778,0.0028,gross,pc,FALSE,LIS United Kingdom gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.3619,0.0032,gross,sqrt,FALSE,LIS United Kingdom gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.5507,0.0031,market,ae,FALSE,LIS United Kingdom market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.6085,0.0029,market,hh,FALSE,LIS United Kingdom market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.5454,0.0033,market,oecdm,FALSE,LIS United Kingdom market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.5637,0.0029,market,pc,FALSE,LIS United Kingdom market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.5444,0.0037,market,sqrt,FALSE,LIS United Kingdom market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2013,0.358,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2013,0.399,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2013,0.527,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2013,0.33299999999999996,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2013,0.369,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2013,0.522,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2013,0.332,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2014,0.3604999923706055,,disp,pc,,AtG United Kingdom disp pc,Milanovic 2016,"",https://www.gc.cuny.edu/getmedia/92e1b3ac-eae5-4787-aa20-5306913eca90/allginis_2016
United Kingdom,2014,0.316,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 4,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2014,0.3429,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2014,0.342,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2014,0.356,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2014,0.395,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2014,0.518,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2014,0.324,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2014,0.358,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2014,0.503,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2014,0.34,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2015,0.324,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 4,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2015,0.3399,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2015,0.339,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2015,0.36,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2015,0.399,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2015,0.52,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2015,0.326,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2015,0.358,,gross,oecdm,FALSE,ONS gross oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2015,0.5,,market,oecdm,FALSE,ONS market oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
United Kingdom,2015,0.332,,gross,pc,FALSE,Povcalnet United Kingdom gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
United Kingdom,2016,0.315,,disp,oecdm,TRUE,Eurostat United Kingdom disp oecdm 4,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
United Kingdom,2016,0.3473,,disp,oecdm,TRUE,IFS GB disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2016,0.3458,,disp,oecdm,TRUE,IFS UK disp oecdm,Institute for Fiscal Studies,"","https://www.ifs.org.uk/uploads/publications/data/Inequality,%20poverty%20and%20living%20standards%20data.xlsx"
United Kingdom,2016,0.3374,0.0029,disp,ae,FALSE,LIS United Kingdom disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.385,0.003,disp,hh,FALSE,LIS United Kingdom disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3327,0.0028,disp,oecdm,FALSE,LIS United Kingdom disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3555,0.003,disp,pc,FALSE,LIS United Kingdom disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3359,0.0028,disp,sqrt,FALSE,LIS United Kingdom disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3658,0.0027,gross,ae,FALSE,LIS United Kingdom gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.414,0.0029,gross,hh,FALSE,LIS United Kingdom gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3625,0.003,gross,oecdm,FALSE,LIS United Kingdom gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3805,0.0028,gross,pc,FALSE,LIS United Kingdom gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.3653,0.0027,gross,sqrt,FALSE,LIS United Kingdom gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.5451,0.0028,market,ae,FALSE,LIS United Kingdom market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.6069,0.0034,market,hh,FALSE,LIS United Kingdom market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.5401,0.0032,market,oecdm,FALSE,LIS United Kingdom market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.5578,0.0036,market,pc,FALSE,LIS United Kingdom market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.5389,0.003,market,sqrt,FALSE,LIS United Kingdom market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/uk.txt
United Kingdom,2016,0.351,,disp,sqrt,FALSE,"OECD United Kingdom disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2016,0.388,,gross,sqrt,FALSE,"OECD United Kingdom gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2016,0.506,,market,sqrt,FALSE,"OECD United Kingdom market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
United Kingdom,2016,0.316,,disp,oecdm,FALSE,ONS disp oecdm,UK Office for National Statistics,"",https://www.ons.gov.uk/generator?uri=/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/financialyearending2017/51fff87e&format=csv
